city,country,lat,lon,month,temperature,humidity,pressure,dew_point,absolute_humidity,water_output_liters_per_day
São Paulo,BR,-23.5505,-46.6333,1,25.79,79.47,925.52,21.96,19.127,95.4819
Tokyo,JP,35.6762,139.6503,12,5.46,49.27,1017.92,-4.33,3.4511,16.5654
Istanbul,TR,41.0082,28.9784,12,7.46,77.43,1017.93,3.77,6.1811,29.6694
Colombo,LK,6.9271,79.8612,9,26.44,92.16,1013.02,25.06,22.9999,101.5675
Miami,US,25.7617,-80.1918,3,24.67,75.83,1017.86,20.11,17.1407,88.8572
London,GB,51.5074,-0.1278,11,8.17,79.02,1011.13,4.75,6.6039,30.4309
Istanbul,TR,41.0082,28.9784,2,8.18,77.42,1020.2,4.47,6.4758,33.2375
Hyderabad,IN,17.385,78.4867,1,21.56,71.01,954.25,16.07,13.4314,67.0495
Singapore,SG,1.3521,103.8198,12,24.18,88.84,1009.07,22.22,19.5271,93.73
Moscow,RU,55.7558,37.6173,11,-2.64,79.11,1016.12,-5.75,3.1922,14.7096
Miami,US,25.7617,-80.1918,10,27.05,79.53,1022.67,23.2,20.5348,91.7383
Miami,US,25.7617,-80.1918,9,27.0,75.38,1017.43,22.26,19.4064,85.6986
Melbourne,AU,-37.8136,144.9631,6,15.59,76.96,1016.43,11.56,10.2225,49.0679
Jakarta,ID,-6.2088,106.8456,9,28.14,85.08,1008.01,25.39,23.335,103.0473
Sydney,AU,-33.8688,151.2093,11,18.4,58.18,1013.82,10.03,9.1511,42.1683
Amman,JO,31.9454,35.9284,7,28.4,28.27,918.87,8.26,7.863,36.2327
Jakarta,ID,-6.2088,106.8456,2,26.89,76.02,1008.73,22.29,19.4542,99.8497
Johannesburg,ZA,-26.2041,28.0473,10,20.65,56.28,830.18,11.63,10.0982,45.113
Sydney,AU,-33.8688,151.2093,9,11.56,73.49,1013.67,6.98,7.6149,33.6274
New York,US,40.7128,-74.006,5,24.27,63.55,1012.56,16.9,14.0399,70.0873
Mumbai,IN,19.076,72.8777,8,25.6,93.37,1005.27,24.45,22.2407,99.359
Lahore,PK,31.5497,74.3436,12,7.42,68.94,986.87,2.09,5.4878,26.3414
Rome,IT,41.9028,12.4964,5,15.19,65.32,1012.82,8.72,8.4682,42.2734
Anchorage,US,61.2181,-149.9003,8,11.56,68.78,1009.39,6.03,7.1303,31.8544
Bangalore,IN,12.9716,77.5946,12,20.7,66.05,911.74,14.13,11.8923,57.083
Addis Ababa,ET,9.032,38.7492,6,15.23,87.21,769.56,13.11,11.3349,54.4074
Kolkata,IN,22.5726,88.3639,5,33.53,72.7,996.64,27.94,26.657,133.0718
Singapore,SG,1.3521,103.8198,8,27.16,80.11,1006.21,23.42,20.8127,92.9797
Chicago,US,41.8781,-87.6298,5,14.72,49.0,1009.54,4.11,6.1731,30.816
Dhaka,BD,23.7104,90.4074,1,21.13,78.93,1011.68,17.32,14.5658,72.7122
Hong Kong,HK,22.3193,114.1694,12,19.98,69.81,1013.3,14.3,12.0484,57.8323
Houston,US,29.7604,-95.3698,1,10.68,67.66,1012.51,4.95,6.6365,33.1294
Beijing,CN,39.9042,116.4074,8,27.63,74.25,1008.41,22.62,19.7959,88.4373
Melbourne,AU,-37.8136,144.9631,2,24.42,56.38,1012.6,15.17,12.5645,64.4882
Rome,IT,41.9028,12.4964,9,27.51,59.82,1015.04,18.99,15.8437,69.9657
Rome,IT,41.9028,12.4964,4,16.81,60.47,1015.7,9.11,8.6476,44.3843
Colombo,LK,6.9271,79.8612,5,29.47,83.85,1009.0,26.44,24.7236,123.4201
Chicago,US,41.8781,-87.6298,3,5.71,67.21,1014.88,0.11,4.7858,24.8094
São Paulo,BR,-23.5505,-46.6333,6,13.33,71.01,933.25,8.18,8.2168,39.4405
Riyadh,SA,24.6877,46.7219,12,15.31,47.65,941.77,4.26,6.2238,29.8741
Cairo,EG,30.0444,31.2357,10,23.57,55.7,1006.7,14.19,11.8251,52.8282
Jaipur,IN,26.9124,75.7873,12,12.66,66.81,965.08,6.65,7.4137,35.5859
Miami,US,25.7617,-80.1918,11,25.82,62.62,1013.92,18.13,15.0999,69.5805
Tokyo,JP,35.6762,139.6503,5,19.98,57.77,1015.97,11.4,9.9678,49.7594
Riyadh,SA,24.6877,46.7219,8,40.05,7.8,925.27,-0.84,4.0018,17.8778
Chennai,IN,13.0827,80.2707,10,29.1,82.33,1008.23,25.77,23.7992,106.3216
Mumbai,IN,19.076,72.8777,4,28.82,69.97,1007.25,22.78,19.9165,102.2226
Chicago,US,41.8781,-87.6298,8,21.93,72.54,1008.06,16.76,14.0172,62.621
Houston,US,29.7604,-95.3698,8,32.71,83.06,1015.2,29.44,29.1557,130.2516
Sydney,AU,-33.8688,151.2093,9,17.21,59.32,1012.92,9.2,8.6866,38.3599
Hong Kong,HK,22.3193,114.1694,12,17.11,70.89,1017.32,11.79,10.3244,49.5571
Bangalore,IN,12.9716,77.5946,10,24.44,78.7,910.83,20.49,17.5584,78.4411
São Paulo,BR,-23.5505,-46.6333,6,17.42,76.87,931.45,13.32,11.4052,54.7448
Lahore,PK,31.5497,74.3436,7,30.24,70.44,970.37,24.25,21.661,99.814
Dubai,AE,25.2048,55.2708,1,19.99,68.46,1019.73,14.01,11.8243,59.027
Singapore,SG,1.3521,103.8198,7,23.86,81.03,1007.88,20.4,17.4918,80.6023
Paris,FR,48.8566,2.3522,8,21.34,69.37,1012.76,15.5,12.9611,57.9029
Casablanca,MA,33.5731,-7.5898,11,17.41,83.4,1014.31,14.57,12.3637,56.9721
Hong Kong,HK,22.3193,114.1694,11,22.53,60.93,1015.76,14.6,12.1874,56.1596
Buenos Aires,AR,-34.6037,-58.3816,12,22.92,58.97,1010.6,14.46,12.0652,57.9131
Miami,US,25.7617,-80.1918,12,26.8,71.8,1019.4,21.27,18.2847,87.7666
Tokyo,JP,35.6762,139.6503,2,0.87,43.48,1016.09,-10.15,2.2383,11.488
Bangkok,TH,13.7563,100.5018,2,26.16,77.79,1012.13,21.97,19.1176,98.1222
Berlin,DE,52.52,13.405,7,20.19,67.75,1008.12,14.03,11.8374,54.5468
Addis Ababa,ET,9.032,38.7492,9,14.95,81.42,765.67,11.79,10.4037,45.9428
Jakarta,ID,-6.2088,106.8456,7,27.37,66.31,1015.26,20.52,17.4252,80.2952
Hong Kong,HK,22.3193,114.1694,11,22.06,76.82,1014.77,17.79,14.9574,68.9235
Rio de Janeiro,BR,-22.9068,-43.1729,8,21.86,70.25,1013.0,16.19,13.5222,60.4097
Leh,IN,34.1526,77.577,9,18.11,38.67,653.8,3.81,5.9771,26.395
Chennai,IN,13.0827,80.2707,4,35.75,66.07,1000.58,28.41,27.2138,139.6765
Nairobi,KE,-1.2921,36.8219,9,18.31,70.38,835.52,12.82,11.006,48.6023
Lagos,NG,6.5244,3.3792,5,27.42,93.19,1003.27,26.22,24.5611,122.6092
Colombo,LK,6.9271,79.8612,11,28.99,85.73,1014.55,26.35,24.6267,113.4798
Lahore,PK,31.5497,74.3436,1,12.84,77.87,988.74,9.07,8.7391,43.6257
Addis Ababa,ET,9.032,38.7492,12,16.73,61.55,774.08,9.3,8.7587,42.0415
Dhaka,BD,23.7104,90.4074,1,12.99,83.42,1011.38,10.25,9.4521,47.1851
New York,US,40.7128,-74.006,10,13.42,64.58,1013.47,6.87,7.5113,33.5565
Jaipur,IN,26.9124,75.7873,8,31.77,73.6,946.07,26.45,24.5721,109.7747
Sydney,AU,-33.8688,151.2093,10,17.61,63.19,1016.6,10.53,9.4813,42.357
Addis Ababa,ET,9.032,38.7492,5,20.18,68.01,771.87,14.09,11.8775,59.2924
New York,US,40.7128,-74.006,2,1.91,46.36,1013.69,-8.38,2.5627,13.153
Kuala Lumpur,MY,3.139,101.6869,1,23.86,80.93,1012.4,20.38,17.4676,87.1985
Nairobi,KE,-1.2921,36.8219,1,18.38,60.31,831.9,10.54,9.4688,47.2684
Casablanca,MA,33.5731,-7.5898,12,11.19,89.67,1008.83,9.56,9.0799,43.5836
Berlin,DE,52.52,13.405,5,19.65,64.02,1014.69,12.65,10.8356,54.0912
Berlin,DE,52.52,13.405,1,3.05,83.49,1016.02,0.53,4.9816,24.8682
Lahore,PK,31.5497,74.3436,12,12.6,69.82,985.22,7.24,7.7215,37.0631
Anchorage,US,61.2181,-149.9003,3,-0.41,71.33,1010.96,-4.96,3.3624,17.4305
Houston,US,29.7604,-95.3698,6,31.03,77.74,1012.61,26.68,24.9513,119.7663
London,GB,51.5074,-0.1278,2,5.48,85.84,1021.76,3.3,6.0199,30.8977
Leh,IN,34.1526,77.577,4,10.16,35.85,650.0,-4.3,3.4023,17.4624
Bangalore,IN,12.9716,77.5946,1,16.34,67.1,916.63,10.22,9.3301,46.5761
Hong Kong,HK,22.3193,114.1694,2,13.84,88.08,1011.26,11.9,10.5181,53.9848
Sydney,AU,-33.8688,151.2093,1,20.11,65.25,1012.81,13.38,11.3474,56.6463
Tokyo,JP,35.6762,139.6503,8,25.18,78.5,1007.88,21.17,18.2573,81.5636
Moscow,RU,55.7558,37.6173,4,10.64,69.61,1011.88,5.32,6.8109,34.9571
Tokyo,JP,35.6762,139.6503,7,24.83,76.43,1010.58,20.4,17.4352,80.3416
Jaipur,IN,26.9124,75.7873,11,16.65,53.78,965.27,7.24,7.6186,35.1066
Kuala Lumpur,MY,3.139,101.6869,8,22.29,85.03,1011.57,19.65,16.7832,74.9779
Mumbai,IN,19.076,72.8777,11,23.74,68.76,1013.59,17.65,14.7445,67.9427
Lagos,NG,6.5244,3.3792,10,27.42,79.66,1003.68,23.58,20.9945,93.7919
Dhaka,BD,23.7104,90.4074,5,31.09,83.79,999.62,28.02,26.9809,134.6889
Bangalore,IN,12.9716,77.5946,11,19.13,70.86,912.44,13.72,11.6369,53.6231
Bangkok,TH,13.7563,100.5018,1,25.61,70.46,1014.41,19.83,16.7902,83.8168
Riyadh,SA,24.6877,46.7219,9,41.56,12.27,925.56,6.68,6.791,29.9889
Colombo,LK,6.9271,79.8612,5,29.31,83.91,1010.32,26.3,24.5365,122.4862
Addis Ababa,ET,9.032,38.7492,1,15.91,57.04,776.3,7.41,7.7251,38.5636
Moscow,RU,55.7558,37.6173,7,19.48,76.51,1009.6,15.24,12.8219,59.0834
Los Angeles,US,34.0522,-118.2437,7,22.42,63.67,1010.24,15.19,12.6596,58.3355
Chicago,US,41.8781,-87.6298,7,24.49,49.46,1012.54,13.21,11.0683,51.0029
Colombo,LK,6.9271,79.8612,6,27.14,89.44,1006.2,25.24,23.2069,111.3931
Jaipur,IN,26.9124,75.7873,8,29.13,75.5,950.84,24.35,21.8609,97.6622
Chicago,US,41.8781,-87.6298,4,12.42,59.05,1015.33,4.64,6.4588,33.1501
Johannesburg,ZA,-26.2041,28.0473,3,17.91,58.75,822.01,9.72,8.974,46.5213
Colombo,LK,6.9271,79.8612,6,29.71,81.39,1007.08,26.17,24.3233,116.7518
Delhi,IN,28.6139,77.209,3,26.36,62.69,1010.66,18.66,15.5813,80.7737
Karachi,PK,24.8607,67.0011,6,29.16,67.73,997.02,22.57,19.6424,94.2835
Paris,FR,48.8566,2.3522,9,11.89,65.42,1009.01,5.62,6.9235,30.5742
São Paulo,BR,-23.5505,-46.6333,11,21.7,77.76,925.72,17.64,14.8319,68.3454
Lagos,NG,6.5244,3.3792,6,28.55,75.43,1010.05,23.77,21.1607,101.5715
Chicago,US,41.8781,-87.6298,2,-2.41,75.22,1014.85,-6.19,3.0847,15.8324
Miami,US,25.7617,-80.1918,1,19.26,69.63,1020.01,13.56,11.5163,57.4895
Leh,IN,34.1526,77.577,8,20.03,53.78,647.21,10.37,9.3074,41.5803
Paris,FR,48.8566,2.3522,6,20.43,65.13,1012.7,13.65,11.5361,55.3734
Hong Kong,HK,22.3193,114.1694,8,31.43,89.77,1005.85,29.54,29.4367,131.507
Nairobi,KE,-1.2921,36.8219,2,20.1,68.7,834.2,14.16,11.9392,61.2785
Tokyo,JP,35.6762,139.6503,9,25.88,79.09,1012.95,21.97,19.1303,84.4795
Leh,IN,34.1526,77.577,7,22.86,31.45,647.75,5.04,6.412,29.5463
Chicago,US,41.8781,-87.6298,2,-0.08,66.0,1016.54,-5.67,3.182,16.332
Kolkata,IN,22.5726,88.3639,10,31.13,69.37,1012.44,24.84,22.3749,99.9588
Nairobi,KE,-1.2921,36.8219,9,18.31,71.52,835.37,13.06,11.1825,49.3819
Los Angeles,US,34.0522,-118.2437,6,22.13,71.01,1011.58,16.62,13.8854,66.6501
Los Angeles,US,34.0522,-118.2437,8,29.33,54.28,1008.1,19.12,15.8856,70.9682
São Paulo,BR,-23.5505,-46.6333,2,20.27,79.08,925.99,16.53,13.8851,71.2662
Sydney,AU,-33.8688,151.2093,4,16.29,61.64,1009.12,8.91,8.5463,43.8644
Beijing,CN,39.9042,116.4074,8,24.02,75.83,1004.56,19.48,16.5156,73.7826
Lahore,PK,31.5497,74.3436,5,39.22,28.0,972.56,17.32,13.7766,68.7727
London,GB,51.5074,-0.1278,8,15.41,64.03,1011.13,8.64,8.4151,37.5942
Hong Kong,HK,22.3193,114.1694,7,28.26,86.05,1004.51,25.69,23.7474,109.4279
Leh,IN,34.1526,77.577,2,-6.13,47.21,646.63,-15.54,1.4841,7.6171
Los Angeles,US,34.0522,-118.2437,12,14.28,57.66,1014.65,6.04,7.0729,33.9498
Kathmandu,NP,27.7172,85.324,9,17.61,84.04,854.26,14.88,12.6081,55.6773
Paris,FR,48.8566,2.3522,6,15.95,69.7,1014.51,10.42,9.4665,45.4392
Hyderabad,IN,17.385,78.4867,10,22.9,72.32,953.72,17.64,14.7764,66.0128
Kolkata,IN,22.5726,88.3639,11,17.71,66.12,1014.36,11.3,9.9781,45.9793
Los Angeles,US,34.0522,-118.2437,2,9.51,67.77,1014.45,3.85,6.1713,31.6747
Hyderabad,IN,17.385,78.4867,10,26.02,74.44,951.89,21.11,18.1523,81.0946
Karachi,PK,24.8607,67.0011,4,25.87,72.46,1007.39,20.53,17.5171,89.9076
Buenos Aires,AR,-34.6037,-58.3816,10,17.65,75.2,1012.76,13.2,11.3089,50.522
Kuala Lumpur,MY,3.139,101.6869,5,27.05,77.76,1004.02,22.82,20.0758,100.2183
Tokyo,JP,35.6762,139.6503,4,16.22,60.53,1014.99,8.57,8.3519,42.8664
Chennai,IN,13.0827,80.2707,5,34.25,74.65,1004.13,29.08,28.4308,141.9268
Dhaka,BD,23.7104,90.4074,2,25.03,66.5,1007.33,18.35,15.3398,78.7323
Rome,IT,41.9028,12.4964,7,25.86,40.45,1004.83,11.39,9.777,45.0526
Nairobi,KE,-1.2921,36.8219,12,22.79,70.46,835.5,17.13,14.3112,68.6936
São Paulo,BR,-23.5505,-46.6333,5,20.49,64.97,927.16,13.67,11.5485,57.65
Houston,US,29.7604,-95.3698,9,26.39,78.24,1016.63,22.28,19.4705,85.9817
Los Angeles,US,34.0522,-118.2437,3,16.92,68.26,1012.63,11.02,9.8233,50.9242
Dhaka,BD,23.7104,90.4074,4,28.86,69.23,1006.29,22.65,19.752,101.3783
Shanghai,CN,31.2304,121.4737,2,3.29,71.79,1015.25,-1.31,4.3538,22.3461
Dhaka,BD,23.7104,90.4074,3,25.64,62.49,1009.77,17.93,14.9193,77.3417
Los Angeles,US,34.0522,-118.2437,1,18.68,61.35,1012.26,11.09,9.8091,48.967
Paris,FR,48.8566,2.3522,11,9.07,95.26,1008.46,8.35,8.433,38.8593
New York,US,40.7128,-74.006,6,18.67,66.07,1010.07,12.2,10.5541,50.6595
Hong Kong,HK,22.3193,114.1694,1,16.69,75.36,1014.35,12.3,10.6974,53.4014
Chennai,IN,13.0827,80.2707,1,24.05,70.09,1011.58,18.25,15.296,76.3579
Melbourne,AU,-37.8136,144.9631,6,12.67,72.19,1012.86,7.79,8.0169,38.4809
Anchorage,US,61.2181,-149.9003,3,-7.29,79.73,1014.66,-10.19,2.3021,11.934
Melbourne,AU,-37.8136,144.9631,8,13.1,71.48,1014.39,8.06,8.1554,36.4338
Colombo,LK,6.9271,79.8612,9,25.82,83.85,1010.53,22.87,20.2133,89.2621
Hong Kong,HK,22.3193,114.1694,9,31.63,73.21,1008.63,26.23,24.256,107.1143
Mexico City,MX,19.4326,-99.1332,12,11.37,53.94,781.43,2.38,5.5243,26.5166
Riyadh,SA,24.6877,46.7219,1,18.76,36.48,941.71,3.56,5.8609,29.2574
Casablanca,MA,33.5731,-7.5898,8,26.51,62.61,1013.13,18.78,15.6852,70.0729
Hyderabad,IN,17.385,78.4867,6,35.24,75.22,940.83,30.17,30.1715,144.8231
Berlin,DE,52.52,13.405,6,19.33,71.24,1009.77,13.98,11.8327,56.7969
Kathmandu,NP,27.7172,85.324,7,25.95,94.04,848.47,24.91,22.8394,105.2442
Sydney,AU,-33.8688,151.2093,8,13.82,60.87,1014.73,6.4,7.2591,32.4295
Istanbul,TR,41.0082,28.9784,10,22.79,77.04,1016.31,18.55,15.6486,69.9095
Nairobi,KE,-1.2921,36.8219,3,19.81,61.89,833.53,12.29,10.5762,54.8268
Singapore,SG,1.3521,103.8198,1,21.09,92.75,1014.21,19.87,17.0784,85.2552
Miami,US,25.7617,-80.1918,5,29.75,60.97,1008.6,21.4,18.2556,91.1319
Melbourne,AU,-37.8136,144.9631,10,11.46,56.53,1010.95,3.13,5.8236,26.0165
Moscow,RU,55.7558,37.6173,11,1.29,86.97,1011.32,-0.64,4.6072,21.2299
Los Angeles,US,34.0522,-118.2437,5,14.4,68.05,1004.04,8.58,8.4103,41.9843
Chicago,US,41.8781,-87.6298,1,-5.21,72.47,1019.72,-9.37,2.4352,12.1564
Shanghai,CN,31.2304,121.4737,11,14.99,76.45,1015.68,10.88,9.7934,45.1278
Berlin,DE,52.52,13.405,12,0.89,79.03,1015.64,-2.33,4.0748,19.5588
Johannesburg,ZA,-26.2041,28.0473,5,15.51,45.3,833.26,3.72,5.9896,29.9002
Melbourne,AU,-37.8136,144.9631,8,8.97,54.3,1012.7,0.24,4.7778,21.3445
Moscow,RU,55.7558,37.6173,2,-3.89,86.54,1015.59,-5.8,3.1956,16.4018
Addis Ababa,ET,9.032,38.7492,2,13.55,56.74,769.81,5.13,6.6532,34.148
Chennai,IN,13.0827,80.2707,4,35.3,61.27,1010.88,26.69,24.6509,126.5218
Rome,IT,41.9028,12.4964,2,8.44,73.15,1017.44,3.91,6.2198,31.9234
Mumbai,IN,19.076,72.8777,1,27.72,71.7,1014.29,22.13,19.2083,95.8879
Nairobi,KE,-1.2921,36.8219,2,19.3,65.52,832.95,12.67,10.8655,55.7678
Kuala Lumpur,MY,3.139,101.6869,5,28.15,84.58,1006.31,25.3,23.206,115.8446
Lagos,NG,6.5244,3.3792,5,27.59,81.62,1005.69,24.16,21.7174,108.4134
Rio de Janeiro,BR,-22.9068,-43.1729,12,23.55,83.21,1008.33,20.53,17.6473,84.7071
Lagos,NG,6.5244,3.3792,8,27.43,84.08,1013.94,24.5,22.1764,99.0718
Kuala Lumpur,MY,3.139,101.6869,10,32.54,92.7,1007.6,31.2,32.2542,144.0941
Kathmandu,NP,27.7172,85.324,6,22.18,70.04,850.82,16.45,13.737,65.9376
Chicago,US,41.8781,-87.6298,10,10.74,65.42,1016.17,4.52,6.4381,28.7618
Buenos Aires,AR,-34.6037,-58.3816,8,13.27,72.88,1018.58,8.51,8.4021,37.536
Karachi,PK,24.8607,67.0011,9,33.6,82.38,1005.59,30.17,30.3154,133.8728
Mexico City,MX,19.4326,-99.1332,6,14.0,78.02,777.82,10.22,9.4053,45.1456
Lahore,PK,31.5497,74.3436,6,36.97,43.98,969.77,22.66,19.2889,92.5868
Lahore,PK,31.5497,74.3436,4,23.04,33.72,977.78,6.2,6.9462,35.6516
Karachi,PK,24.8607,67.0011,4,32.38,59.61,1011.28,23.49,20.5611,105.5309
Buenos Aires,AR,-34.6037,-58.3816,8,9.79,64.33,1020.8,3.38,5.9636,26.6419
Anchorage,US,61.2181,-149.9003,9,6.1,68.55,1007.82,0.75,5.0086,22.1179
Tokyo,JP,35.6762,139.6503,7,28.88,71.79,1007.27,23.26,20.5032,94.4788
Dubai,AE,25.2048,55.2708,5,34.94,45.8,1009.34,21.5,18.081,90.2602
Shanghai,CN,31.2304,121.4737,10,21.2,65.39,1012.31,14.45,12.1175,54.1341
Addis Ababa,ET,9.032,38.7492,2,18.07,39.6,768.31,4.11,6.1063,31.3408
Sydney,AU,-33.8688,151.2093,5,13.88,63.7,1010.93,7.12,7.6265,38.0716
Bangkok,TH,13.7563,100.5018,11,28.45,71.39,1012.14,22.75,19.908,91.7358
Leh,IN,34.1526,77.577,10,11.57,46.75,648.24,0.57,4.8492,21.6637
Miami,US,25.7617,-80.1918,12,21.47,78.87,1016.22,17.65,14.8484,71.2722
Lagos,NG,6.5244,3.3792,3,28.44,85.75,1008.95,25.81,23.9052,123.9244
Houston,US,29.7604,-95.3698,4,22.11,72.2,1013.87,16.86,14.1014,72.3763
Bangalore,IN,12.9716,77.5946,7,20.42,86.12,908.98,18.02,15.2497,70.2708
Kuala Lumpur,MY,3.139,101.6869,1,23.99,82.11,1005.7,20.74,17.8546,89.1303
Jaipur,IN,26.9124,75.7873,2,19.36,61.94,967.08,11.88,10.3093,52.9128
Los Angeles,US,34.0522,-118.2437,4,16.69,62.59,1010.97,9.51,8.886,45.6079
Buenos Aires,AR,-34.6037,-58.3816,3,23.72,67.17,1013.12,17.26,14.3865,74.5796
Colombo,LK,6.9271,79.8612,2,25.73,75.22,1012.05,21.0,18.0401,92.5918
Shanghai,CN,31.2304,121.4737,7,25.56,79.42,1007.65,21.73,18.874,86.9713
Tokyo,JP,35.6762,139.6503,5,14.58,66.4,1015.15,8.39,8.2978,41.4227
Chicago,US,41.8781,-87.6298,5,13.97,62.85,1009.73,7.0,7.5644,37.7616
Jakarta,ID,-6.2088,106.8456,5,26.87,77.92,1009.67,22.68,19.9164,99.4229
Mumbai,IN,19.076,72.8777,10,29.06,83.41,1009.27,25.95,24.0545,107.4622
Nairobi,KE,-1.2921,36.8219,11,16.42,85.76,833.06,14.02,11.9766,55.1884
Los Angeles,US,34.0522,-118.2437,1,14.59,60.81,1016.47,7.11,7.602,37.9491
Colombo,LK,6.9271,79.8612,1,24.95,74.15,1013.39,20.02,17.0246,84.9869
Singapore,SG,1.3521,103.8198,3,26.51,89.35,1011.84,24.61,22.3879,116.0586
Rome,IT,41.9028,12.4964,1,7.64,78.21,1014.97,4.09,6.3148,31.5237
Anchorage,US,61.2181,-149.9003,7,17.19,67.1,1010.2,11.03,9.8196,45.2486
Mumbai,IN,19.076,72.8777,12,26.55,76.07,1017.48,21.97,19.1003,91.6815
Bangkok,TH,13.7563,100.5018,1,23.73,73.54,1011.89,18.71,15.7588,78.668
Casablanca,MA,33.5731,-7.5898,3,15.87,67.9,1013.83,9.95,9.1769,47.573
São Paulo,BR,-23.5505,-46.6333,6,14.84,65.65,933.95,8.47,8.3356,40.0111
Hong Kong,HK,22.3193,114.1694,9,28.42,74.34,1015.4,23.4,20.6988,91.4058
Kathmandu,NP,27.7172,85.324,1,9.04,74.3,860.1,4.71,6.5664,32.7793
Beijing,CN,39.9042,116.4074,8,23.37,78.91,1006.36,19.5,16.5698,74.0246
Tokyo,JP,35.6762,139.6503,1,7.26,56.63,1015.76,-0.78,4.4633,22.2806
Los Angeles,US,34.0522,-118.2437,8,28.09,57.6,1013.93,18.92,15.7491,70.3582
Karachi,PK,24.8607,67.0011,5,30.91,66.88,1004.09,24.02,21.3235,106.4471
Tokyo,JP,35.6762,139.6503,10,22.53,68.68,1012.48,16.48,13.7432,61.3968
Kolkata,IN,22.5726,88.3639,8,25.26,87.63,997.84,23.06,20.4771,91.4803
Cairo,EG,30.0444,31.2357,10,26.83,42.67,1013.13,13.06,10.8816,48.6129
Los Angeles,US,34.0522,-118.2437,1,12.36,64.54,1013.09,5.87,7.0334,35.1108
Delhi,IN,28.6139,77.209,6,36.42,42.73,994.27,21.69,18.2191,87.4518
Houston,US,29.7604,-95.3698,2,15.91,70.95,1016.11,10.64,9.6082,49.3147
Buenos Aires,AR,-34.6037,-58.3816,12,26.05,68.09,1009.32,19.69,16.625,79.8
Leh,IN,34.1526,77.577,12,-0.99,51.6,655.26,-9.69,2.3361,11.2133
Houston,US,29.7604,-95.3698,7,30.28,72.38,1015.12,24.74,22.3037,102.7756
Amman,JO,31.9454,35.9284,1,11.13,73.57,925.79,6.59,7.4243,37.0622
Shanghai,CN,31.2304,121.4737,5,21.29,73.04,1012.69,16.26,13.6078,67.9302
Lahore,PK,31.5497,74.3436,8,31.13,73.78,972.03,25.88,23.8085,106.363
Tokyo,JP,35.6762,139.6503,6,23.2,70.39,1007.51,17.51,14.6356,70.2511
São Paulo,BR,-23.5505,-46.6333,5,15.21,72.48,927.94,10.29,9.4084,46.9666
Amman,JO,31.9454,35.9284,11,15.02,50.19,919.72,4.73,6.4402,29.6765
Lahore,PK,31.5497,74.3436,7,30.06,66.87,970.93,23.21,20.361,93.8233
Lagos,NG,6.5244,3.3792,7,27.25,80.45,1009.16,23.58,21.0003,96.7695
Beijing,CN,39.9042,116.4074,7,25.67,76.01,1006.86,21.12,18.1757,83.7534
Sydney,AU,-33.8688,151.2093,3,20.65,62.67,1011.45,13.27,11.2445,58.2915
London,GB,51.5074,-0.1278,1,9.45,84.43,1013.92,6.95,7.6557,38.2173
London,GB,51.5074,-0.1278,12,3.43,83.58,1015.44,0.92,5.1187,24.5696
Rome,IT,41.9028,12.4964,6,22.62,46.66,1011.44,10.61,9.3831,45.0387
Casablanca,MA,33.5731,-7.5898,12,10.19,72.76,1017.12,5.52,6.9195,33.2138
Riyadh,SA,24.6877,46.7219,3,21.84,31.3,937.38,4.09,6.0202,31.2089
Addis Ababa,ET,9.032,38.7492,6,14.66,74.06,770.15,10.09,9.299,44.635
Kolkata,IN,22.5726,88.3639,2,21.59,69.83,1017.43,15.84,13.2322,67.9149
Houston,US,29.7604,-95.3698,3,17.82,66.64,1013.99,11.53,10.1249,52.4876
Moscow,RU,55.7558,37.6173,4,8.4,66.64,1010.77,2.55,5.652,29.0094
Jakarta,ID,-6.2088,106.8456,8,27.68,70.57,1015.53,21.83,18.8644,84.2756
Nairobi,KE,-1.2921,36.8219,8,16.64,71.89,834.23,11.54,10.1731,45.4477
Moscow,RU,55.7558,37.6173,2,-4.39,86.75,1017.47,-6.26,3.0921,15.8706
Mexico City,MX,19.4326,-99.1332,4,18.51,49.02,772.54,7.6,7.7599,39.8281
Los Angeles,US,34.0522,-118.2437,6,21.89,66.24,1009.39,15.3,12.7746,61.3179
Moscow,RU,55.7558,37.6173,5,17.2,71.62,1011.9,12.02,10.484,52.3359
Bangkok,TH,13.7563,100.5018,8,31.61,76.82,1005.16,27.03,25.4262,113.5903
Lagos,NG,6.5244,3.3792,6,29.75,87.29,1008.22,27.4,26.1357,125.4511
Istanbul,TR,41.0082,28.9784,6,25.49,63.72,1010.59,18.1,15.0851,72.4085
Hyderabad,IN,17.385,78.4867,3,29.75,49.94,954.39,18.17,14.9524,77.5131
Casablanca,MA,33.5731,-7.5898,12,13.89,86.81,1013.26,11.73,10.399,49.915
Delhi,IN,28.6139,77.209,8,33.27,81.55,1000.51,29.67,29.4955,131.7695
Leh,IN,34.1526,77.577,2,-4.47,54.88,650.5,-12.16,1.9442,9.9785
Shanghai,CN,31.2304,121.4737,5,23.86,73.91,1007.87,18.92,15.9586,79.6651
Dubai,AE,25.2048,55.2708,5,28.76,48.99,1008.74,16.97,13.9015,69.3964
Karachi,PK,24.8607,67.0011,1,15.97,68.92,1019.56,10.26,9.3677,46.7636
Karachi,PK,24.8607,67.0011,4,29.38,60.46,1012.34,20.91,17.7407,91.0552
Bangalore,IN,12.9716,77.5946,12,17.61,69.73,912.99,12.01,10.4593,50.2045
